ncl,cltype,maxpix x,maxpix y,maxpix v,ra dec,SGMC,Npix,Nvox,lumco,errlumco,COmax,mlumco,errmlumco,line_ratio,alphaco,meansigv,errsigv,a,b,R,errR,area,perim,density,densityerr,pressure,pressure_err,alphavir,erralphavir
67,2,1142,1396,31,12h01m54.6537s -18d53m11.3686s,2,,,8144,11.15,1.440361,2.215e+05,2.215e+04,25,0.8,9.289,0.5837,13.6,9.009,3.678,24.33,958.8,164.3,5211,2.812e+04,2.252e+08,4.468e+09,1.659,10.98
68,2,1219,1460,28,12h01m54.5905s -18d53m11.4106s,2,2,2,1.708e+04,11.17,1.97071,4.646e+05,4.646e+04,25,0.8,6.813,0.2914,26.31,8.49,16.74,21.51,1675,289.7,527.8,132.5,2.696e+06,1.04e+07,1.937,2.502
69,1,1353,1477,32,12h01m54.5738s -18d53m11.3546s,2,856,895,2.251e+05,18.13,2.6221373,6.124e+06,6.124e+05,25,0.8,17.6,0.6649,22.68,54.12,54.16,18.68,1.124e+04,967.6,664.5,67.65,7e+06,7.298e+06,3.173,1.165
70,1,1353,1477,32,12h01m54.5738s -18d53m11.3546s,2,845,876,1.823e+05,18.01,2.6221373,4.959e+06,4.959e+05,25,0.8,18.33,0.7962,19.22,52.94,48.77,16.84,879,686.9,663.7,67.85,8.424e+06,8.796e+06,3.828,1.415
71,2,1181,1481,34,12h01m54.5698s -18d53m11.3266s,2,,,3.426e+04,11.15,1.7564759,9.32e+05,9.32e+04,25,0.8,18.91,1.113,35.54,14.01,31.71,14.84,3449,367.3,295.1,32.27,6.131e+06,8.663e+06,14.09,6.947
72,2,1181,1505,28,12h01m54.5461s -18d53m11.4106s,2,,,1.126e+04,11.15,1.4056888,3.064e+05,3.064e+04,25,0.8,7.212,0.3633,11.25,9.732,nan,6.237,1365,194.1,nan,nan,nan,nan,nan,nan
73,2,1116,1451,28,12h01m54.5994s -18d53m11.4106s,2,,,1.072e+04,11.15,1.5089172,2.916e+05,2.916e+04,25,0.8,7.497,0.455,14.31,10.35,9.015,9.606,1554,244.9,1142,420.8,1.312e+07,4.198e+07,2.012,2.168
74,2,1353,1477,32,12h01m54.5738s -18d53m11.3546s,2,422,445,4.175e+04,15.03,2.6221373,1.136e+06,1.136e+05,25,0.8,11.14,0.4523,14.86,28.12,28.18,17.07,2651,337.5,455.2,54.17,3.692e+06,6.728e+06,3.566,2.209
75,1,1054,442,41,12h01m55.5947s -18d53m11.2285s,345,1.683e+04,6.491e+04,3.805e+06,122.3,8.997068,7.03e+07,7.03e+06,16.98113208,0.8,48.74,2.919,73.51,98.93,137.5,43.11,6.565e+04,2494,1184,118.6,3.767e+07,3.592e+07,5.382,1.885
76,0,1054,442,41,12h01m55.5947s -18d53m11.2285s,345,1.758e+04,6.602e+04,4.326e+06,123.3,8.997068,7.992e+07,7.992e+06,16.98113208,0.8,51.57,3.198,74.19,100.1,139,40.39,8.913e+04,3703,1317,132,4.643e+07,4.116e+07,5.355,1.775
77,1,1054,442,41,12h01m55.5947s -18d53m11.2285s,345,1.617e+04,6.243e+04,3.417e+06,12,8.997068,6.314e+07,6.314e+06,16.98113208,0.8,37.78,1.74,64.62,85.27,119.4,36.75,6.056e+04,2431,141,141.5,3.106e+07,2.899e+07,3.125,1.052
78,1,1440,616,34,12h01m55.4231s -18d53m11.3265s,345,2143,3801,2.422e+05,31.51,4.557012,4.474e+06,4.474e+05,16.98113208,0.8,15.46,0.6056,13.3,18.49,18.43,4.194,1.199e+04,1102,4194,447.3,1.002e+08,6.958e+07,1.14,0.2971
79,2,1440,616,34,12h01m55.4231s -18d53m11.3265s,345,1701,3273,1.983e+05,29.53,4.557012,3.663e+06,3.663e+05,16.98113208,0.8,15.36,0.6114,12.9,18.05,17.46,5.846,9178,875,3824,441.2,9.52e+07,9.639e+07,1.303,0.4668
80,0,1440,616,34,12h01m55.4231s -18d53m11.3265s,345,2172,383,2.57e+05,31.61,4.557012,4.749e+06,4.749e+05,16.98113208,0.8,15.42,0.6313,13.3,18.49,18.43,4.194,1.419e+04,1389,4451,474.7,1.058e+08,7.351e+07,1.069,0.2796
81,1,1312,1346,41,12h01m54.703s -18d53m11.2286s,2,,,5.416e+05,11.15,1.8513101,1.473e+07,1.473e+06,25,0.8,84.85,5.009,30.25,32.82,48.1,12.58,1.393e+04,845.2,2027,205.4,5.588e+08,4.468e+08,27.22,8.271
82,2,1383,1385,32,12h01m54.6645s -18d53m11.3546s,2,51,51,5.442e+04,11.66,2.3122935,1.48e+06,1.48e+05,25,0.8,14.68,0.5383,21.19,30.5,37.39,12.84,3815,382.3,337,34.96,3.578e+06,3.712e+06,6.305,2.302
83,1,1054,442,41,12h01m55.5947s -18d53m11.2285s,345,1.503e+04,5.701e+04,2.832e+06,114.7,8.997068,5.232e+07,5.232e+06,16.98113208,0.8,31.86,1.016,71.37,49.03,94.53,30.46,4.973e+04,2386,1864,187.3,3.687e+07,3.591e+07,2.124,0.7294
84,1,1054,442,41,12h01m55.5947s -18d53m11.2285s,345,1.365e+04,5.165e+04,2.341e+06,109.2,8.997068,4.325e+07,4.325e+06,16.98113208,0.8,24.57,0.4584,70.62,47.08,92.06,27.22,4.018e+04,2323,1624,163.2,1.961e+07,1.752e+07,1.488,0.4677
85,0,1176,469,37,12h01m55.5681s -18d53m11.2845s,345,19,19,3.412e+04,11.34,2.2044184,6.304e+05,6.304e+04,16.98113208,0.8,12.58,0.7088,12.85,30.91,27.2,18.93,3811,442,271.3,34.2,2.909e+06,6.09e+06,7.911,5.633
86,1,1312,1346,41,12h01m54.703s -18d53m11.2286s,2,,,2.353e+05,11.15,1.8513101,6.399e+06,6.399e+05,25,0.8,77.35,5.402,19.49,32.29,36.78,8.588,7088,561.5,1506,153.3,4.511e+08,3.253e+08,39.83,11.54
87,1,1312,1346,41,12h01m54.703s -18d53m11.2286s,2,,,2.431e+05,11.15,1.8513101,6.612e+06,6.612e+05,25,0.8,77.38,5.355,19.53,32.54,37,5.768,7441,585.3,1537,155,4.583e+08,2.281e+08,38.8,8.971
88,2,1312,1346,41,12h01m54.703s -18d53m11.2286s,2,,,1.894e+05,11.15,1.8513101,5.152e+06,5.152e+05,25,0.8,47.98,2.191,19.14,29.28,34.21,6.064,5213,418.1,1401,141.8,1.737e+08,9.529e+07,17.7,3.949
89,2,1112,1413,33,12h01m54.6369s -18d53m11.3406s,2,9,9,1.455e+04,11.24,1.9624932,3.959e+05,3.959e+04,25,0.8,7.361,0.2885,18.38,11.1,15.14,9.023,1215,197.1,55,85.13,3.627e+06,6.502e+06,2.4,1.463
90,0,1542,1657,34,12h01m54.3962s -18d53m11.3266s,1,57,57,1.14e+05,11.72,2.1501865,3.27e+06,3.27e+05,26.36363636,0.8,12.78,0.5618,80.82,26.23,72.74,29.18,1.266e+04,1114,196.7,19.94,8.136e+05,9.852e+05,4.207,1.778
91,2,1592,1620,32,12h01m54.4327s -18d53m11.3546s,1,,,3.667e+04,11.15,1.81743,1.052e+06,1.052e+05,26.36363636,0.8,10.48,0.4407,14.64,33.22,31.22,23.34,5521,591.3,343.6,42.31,2.228e+06,5.006e+06,3.776,2.866
92,2,1542,1657,34,12h01m54.3962s -18d53m11.3266s,1,57,57,6.836e+04,11.72,2.1501865,1.961e+06,1.961e+05,26.36363636,0.8,12.26,0.4519,22.01,37.99,43.58,16.28,6457,498.7,328.7,33.94,2.088e+06,2.354e+06,3.868,1.523
93,0,575,1729,32,12h01m54.3252s -18d53m11.3546s,1,76,76,1.148e+04,11.9,3.164404,3.292e+05,3.292e+04,26.36363636,0.8,6.57,0.2625,8.617,14.17,3.528,27.55,1008,179.2,8419,5.59e+04,1.897e+08,4.444e+09,0.5356,4.183
94,1,1054,442,41,12h01m55.5947s -18d53m11.2285s,345,1.266e+04,4.954e+04,2.188e+06,107,8.997068,4.043e+07,4.043e+06,16.98113208,0.8,23.97,0.4466,71.03,46.6,91.85,28.58,3.584e+04,2141,1525,153.3,1.758e+07,1.652e+07,1.512,0.4974
95,2,1399,685,32,12h01m55.355s -18d53m11.3545s,345,29,29,1.44e+04,11.44,2.1313019,2.66e+05,2.66e+04,16.98113208,0.8,4.974,0.1541,20.55,11.89,18.31,11.47,2165,280.7,252.5,36.18,6.283e+05,1.183e+06,1.972,1.257
96,2,1040,1267,39,12h01m54.7809s -18d53m11.2566s,2,,,5.797e+04,11.15,1.7630768,1.577e+06,1.577e+05,25,0.8,18,0.5776,30.68,20.59,36.87,14.47,5088,495.8,369.2,38.76,5.975e+06,7.073e+06,8.771,3.598
97,2,1325,1415,32,12h01m54.6349s -18d53m11.3546s,2,81,81,1.703e+04,11.95,2.06281,4.632e+05,4.632e+04,25,0.8,6.912,0.3037,8.476,20.14,11.87,8.338,1217,191.1,1047,213.5,7.766e+06,1.64e+07,1.417,1.014
98,2,1235,1449,32,12h01m54.6014s -18d53m11.3546s,2,,,903,11.15,1.8546536,2.456e+05,2.456e+04,25,0.8,7.667,0.5005,24.2,7.835,13.81,11.3,1382,238.9,409.8,83.59,3.213e+06,7.906e+06,3.828,3.196
99,1,1131,407,38,12h01m55.6292s -18d53m11.2705s,345,4434,1.909e+04,8.037e+05,66.98,8.302967,1.485e+07,1.485e+06,16.98113208,0.8,19,0.5134,30.82,41.28,55.24,16.48,1.029e+04,851.1,1549,156.9,1.866e+07,1.683e+07,1.556,0.4967
100,2,1426,592,33,12h01m55.4468s -18d53m11.3405s,345,306,347,1.161e+04,14.27,3.0034654,2.144e+05,2.144e+04,16.98113208,0.8,nan,nan,13.04,14.25,13.45,6.266,802.7,134.4,377.4,54.44,nan,nan,nan,nan
101,0,1408,747,35,12h01m55.2939s -18d53m11.3125s,345,,,3.287e+04,11.15,1.3079426,6.073e+05,6.073e+04,16.98113208,0.8,7.719,0.2622,20.1,28.71,34.85,8.46,4992,627.2,159.2,16.26,5.013e+05,3.7e+05,3.959,1.074
102,0,1007,1057,35,12h01m54.9881s -18d53m11.3126s,2,,,2.165e+04,11.15,1.4179819,5.887e+05,5.887e+04,25,0.8,7.979,0.1974,19.88,14.04,20.68,5.245,1897,221,438.3,46.7,2.486e+06,1.912e+06,2.59,0.7176
103,2,1261,1394,33,12h01m54.6556s -18d53m11.3406s,2,,,8184,11.15,1.6587195,2.226e+05,2.226e+04,25,0.8,8.266,0.3243,14.5,7.434,nan,17.43,1084,182.2,nan,nan,nan,nan,nan,nan
104,2,1290,1439,35,12h01m54.6112s -18d53m11.3126s,2,1,1,1.576e+04,11.16,1.91301,4.288e+05,4.288e+04,25,0.8,9.195,0.3023,20.9,8.759,13.18,13.4,1489,238.9,786.1,198.3,9.29e+06,2.837e+07,3.009,3.082
105,1,606,1719,44,12h01m54.335s -18d53m11.1866s,1,359,7166,9.939e+05,41.97,3.4786625,2.851e+07,2.851e+06,26.36363636,0.8,21.75,0.8834,31.66,76.57,78.07,31.96,4.831e+04,3109,1489,150.7,1.662e+07,2.052e+07,1.5,0.6438
106,2,703,1472,35,12h01m54.5787s -18d53m11.3126s,2,,,2.532e+04,11.15,1.6632515,6.886e+05,6.886e+04,25,0.8,11.87,1.213,35.27,16.68,35.28,11.56,4116,534.6,176.1,18.28,1.296e+06,1.307e+06,8.361,3.335
107,2,624,1792,33,12h01m54.263s -18d53m11.3406s,1,87,99,2.808e+04,12.12,2.3421378,8.054e+05,8.054e+04,26.36363636,0.8,7.949,0.3662,19.03,13.77,19.55,7.063,2069,265.8,670.6,76.68,3.992e+06,4.36e+06,1.776,0.6857
108,2,577,1867,42,12h01m54.189s -18d53m11.2145s,1,4157,9191,4.497e+05,47.16,7.977297,1.29e+07,1.29e+06,26.36363636,0.8,19.55,0.9609,21.31,51.26,50.76,30.66,1.244e+04,943.7,1594,169.2,2.211e+07,4.018e+07,1.742,1.08
109,2,526,1898,40,12h01m54.1585s -18d53m11.2425s,1,349,412,8.454e+04,14.78,2.929778,2.425e+06,2.425e+05,26.36363636,0.8,15.83,0.7257,22.72,14.23,23.32,12.01,4007,346.4,1419,170.2,2.809e+07,4.357e+07,2.793,1.487
110,0,1354,449,38,12h01m55.5878s -18d53m11.2705s,345,13,1994,1.954e+05,24.08,4.405986,3.609e+06,3.609e+05,16.98113208,0.8,13.62,0.6347,50.22,19.57,47.83,15.07,9835,722.7,502.3,51.2,3.589e+06,3.428e+06,2.847,0.9779
111,0,1404,525,35,12h01m55.5128s -18d53m11.3125s,345,1906,3453,1.197e+05,30.22,4.2532816,2.212e+06,2.212e+05,16.98113208,0.8,7.106,0.1399,41.16,22.31,46,21.01,5258,433,332.7,34.72,6.728e+05,9.249e+05,1.216,0.5708
112,2,1145,1318,38,12h01m54.7306s -18d53m11.2706s,2,44,44,2.352e+04,11.59,2.3156712,6.396e+05,6.396e+04,25,0.8,15.25,0.696,10.38,12.15,4.797,5.665,1331,215,8847,6593,7.901e+08,2.801e+09,2.02,2.401
113,0,578,1532,38,12h01m54.5195s -18d53m11.2706s,2,,,3.81e+04,11.15,1.4995557,1.036e+06,1.036e+05,25,0.8,13.88,0.5593,20.24,61.61,54.63,14.79,7817,106,110.5,11.17,7.179e+05,5.902e+05,11.76,3.523
114,2,546,1453,37,12h01m54.5974s -18d53m11.2846s,2,,,1.982e+04,11.15,1.3930006,5.391e+05,5.391e+04,25,0.8,15.06,0.9791,46.66,23.39,50.73,11.7,4096,698.8,66.69,6.73,5.49e+05,3.904e+05,24.71,6.993
115,0,1443,463,36,12h01m55.574s -18d53m11.2985s,345,779,1419,7.619e+04,21.18,3.4147255,1.408e+06,1.408e+05,16.98113208,0.8,9.452,0.3149,22.44,13.85,22.61,7.427,4508,543.5,876.9,95.66,6.383e+06,6.338e+06,1.661,0.5812
116,2,1120,449,37,12h01m55.5878s -18d53m11.2845s,345,1025,2837,1.399e+05,27.79,8.079607,2.585e+06,2.585e+05,16.98113208,0.8,11.25,0.4247,11.77,26.29,22.53,10.21,2285,259.8,1621,189.3,1.678e+07,2.291e+07,1.278,0.6008
117,0,1190,988,63,12h01m55.0561s -18d53m10.9206s,345,173,238,1.224e+06,13.37,2.1821516,2.26e+07,2.26e+06,16.98113208,0.8,58.82,3.965,94.07,174.8,207.7,48.53,6.926e+04,3449,166.8,16.69,5.12e+06,3.69e+06,36.82,10.59
118,2,1008,807,46,12h01m55.2347s -18d53m11.1585s,345,,,9.836e+04,11.15,1.6200733,1.817e+06,1.817e+05,16.98113208,0.8,18.43,1.029,14.95,27.47,27.84,8.918,7512,561.5,746.5,78.98,1.678e+07,1.633e+07,6.027,2.132
119,0,1106,951,38,12h01m55.0926s -18d53m11.2706s,345,993,1511,2.728e+05,21.67,3.8563514,7.421e+06,7.421e+05,25,0.8,13.9,0.5496,43.07,28.54,54.2,15.43,2.472e+04,2159,804.1,81.4,5.282e+06,4.56e+06,1.635,0.5099
120,1,1106,951,38,12h01m55.0926s -18d53m11.2706s,345,962,1431,1.847e+05,21.24,3.8563514,5.025e+06,5.025e+05,25,0.8,13.54,0.5623,40.3,28.44,52.14,16.09,1.388e+04,1317,588.4,59.76,3.813e+06,3.564e+06,2.204,0.7379
121,1,606,1719,44,12h01m54.335s -18d53m11.1866s,1,3448,6936,8.22e+05,41.34,3.4786625,2.358e+07,2.358e+06,26.36363636,0.8,21.49,0.8742,31.69,75.45,77.52,23.74,3.851e+04,2371,1249,125.8,1.371e+07,1.272e+07,1.758,0.5842
122,1,606,1719,44,12h01m54.335s -18d53m11.1866s,1,3388,6817,7.545e+05,41.01,3.4786625,2.164e+07,2.164e+06,26.36363636,0.8,21.32,0.8647,31.6,75.63,77.49,16.83,3.57e+04,2362,1147,115.1,1.239e+07,8.228e+06,1.885,0.4758
123,1,606,1719,44,12h01m54.335s -18d53m11.1866s,1,3368,6753,7.06e+05,40.83,3.4786625,2.025e+07,2.025e+06,26.36363636,0.8,21.14,0.8466,31.88,75.71,77.89,22.95,3.302e+04,221,1063,106.9,1.123e+07,1.003e+07,1.991,0.6395
124,2,1131,407,38,12h01m55.6292s -18d53m11.2705s,345,1564,5723,2.844e+05,37.84,8.302967,5.255e+06,5.255e+05,16.98113208,0.8,12.67,0.4211,27.65,14.91,27.91,6.593,3525,364.3,2147,221.5,2.273e+07,1.634e+07,0.9869,0.2615
125,0,1531,705,39,12h01m55.3353s -18d53m11.2565s,345,72,72,4.401e+04,11.86,2.3809426,8.131e+05,8.131e+04,16.98113208,0.8,12.26,0.6169,36.49,16.19,35.36,17.66,4861,456.9,207,22.48,1.62e+06,2.439e+06,7.569,3.93
126,1,1190,988,63,12h01m55.0561s -18d53m10.9206s,345,155,218,8.874e+05,13.19,2.1821516,2.414e+07,2.414e+06,25,0.8,59.52,4.095,25.49,132.9,92.97,72.18,5.368e+04,3288,889,91.65,6.24e+07,1.457e+08,15.8,12.56
127,1,1190,988,63,12h01m55.0561s -18d53m10.9206s,345,155,216,8.216e+05,13.18,2.1821516,2.235e+07,2.235e+06,25,0.8,59.26,4.025,25.24,132.3,92.25,76.79,4.818e+04,2948,835.8,86.59,5.861e+07,1.467e+08,16.79,14.26
128,1,1190,988,63,12h01m55.0561s -18d53m10.9206s,345,96,145,4.859e+05,12.55,2.1821516,1.322e+07,1.322e+06,25,0.8,59.51,4.138,24.17,130.1,89.45,92.3,3.114e+04,2067,525.8,55.64,3.835e+07,1.189e+08,27.76,29.03
129,1,1155,835,52,12h01m55.207s -18d53m11.0745s,345,,,3.708e+05,11.15,1.8851522,1.009e+07,1.009e+06,25,0.8,50.26,2.448,26.43,81.55,73.39,14.26,2.491e+04,1502,596.2,59.8,3.781e+07,2.267e+07,21.29,5.095
130,1,1155,835,52,12h01m55.207s -18d53m11.0745s,345,,,3.406e+05,11.15,1.8851522,9.265e+06,9.265e+05,25,0.8,50.16,2.483,25.59,83.82,73.19,38.63,2.347e+04,1445,550.6,56.33,3.486e+07,5.543e+07,23.01,12.57
131,2,1178,901,39,12h01m55.1419s -18d53m11.2566s,345,,,5.454e+04,11.15,1.7784996,1.484e+06,1.484e+05,25,0.8,13.12,0.5589,37.8,28.1,49.96,14.63,7478,710.8,189.2,19.21,1.2e+06,1.066e+06,6.712,2.155
132,1,1155,835,52,12h01m55.207s -18d53m11.0745s,345,,,3.178e+05,11.15,1.8851522,8.644e+06,8.644e+05,25,0.8,50.1,2.483,25.64,80.73,71.83,32.7,2.281e+04,1472,533.2,54.28,3.432e+07,4.713e+07,24.16,11.51
133,2,1106,951,38,12h01m55.0926s -18d53m11.2706s,345,833,1238,8.935e+04,20.18,3.8563514,2.43e+06,2.43e+05,25,0.8,8.662,0.2115,40.58,13.85,34.27,25.01,417,394.2,658.7,78.17,2.657e+06,5.824e+06,1.225,0.9047
134,1,606,1719,44,12h01m54.335s -18d53m11.1866s,1,311,6122,5.169e+05,39.03,3.4786625,1.483e+07,1.483e+06,26.36363636,0.8,19.46,0.7347,30.54,75.65,76.12,46.64,2.196e+04,1693,814.5,83.79,7.465e+06,1.375e+07,2.252,1.408
